epoch,acc,loss,lr
0,0.2671753065774805,2.44864843016617,0.001
1,0.32315095721413684,1.8595404557097293,0.001
2,0.37563203961414726,1.7158683579008869,0.001
3,0.40387767200610974,1.6526379338467092,0.001
4,0.42120863409805076,1.6146699364690738,0.001
5,0.43878369424974717,1.5721050945623452,0.001
6,0.4515116644010811,1.5433845603283542,0.001
7,0.464413990309977,1.517023511589224,0.001
8,0.47142309167729546,1.489513413902855,0.001
9,0.48847508456358063,1.4671033211581133,0.001
10,0.4924155246406252,1.4452802456293652,0.001
11,0.5021445757934861,1.4228127074215866,0.001
12,0.5130592460857133,1.4032829405934957,0.001
13,0.5164417477441714,1.390281367207162,0.001
14,0.5218816473173348,1.3751871707998369,0.001
15,0.5272169334314922,1.3674198459763323,0.001
16,0.533737838690212,1.3560389640811232,0.001
17,0.5403633573985845,1.339890235279396,0.001
18,0.5461868396280958,1.3341025363934624,0.001
19,0.5460473550273462,1.325544780923652,0.001
20,0.5480698817909547,1.3155927375656842,0.001
21,0.5534749102088644,1.3073091373685706,0.001
22,0.5556369215789382,1.3023786960039054,0.001
23,0.5598563308616386,1.2904572916832346,0.001
24,0.5623670537406008,1.2820536214387388,0.001
25,0.5641454824465324,1.278226449528087,0.001
26,0.5684346340277888,1.274820596739376,0.001
27,0.5656100707925937,1.267325024319297,0.001
28,0.5679464379160725,1.2656532896983805,0.001
29,0.5716776510803013,1.258824491449308,0.001
30,0.5703525473375877,1.2537995990185564,0.001
31,0.5793841754721519,1.249257214794258,0.001
32,0.5741186316570702,1.2515209014642628,0.001
33,0.5782334274895983,1.2416617060304582,0.001
34,0.5807790215196572,1.2349918320633175,0.001
35,0.5816159291428602,1.2389245893714376,0.001
36,0.5858353384286784,1.2256428565499125,0.001
37,0.5869163441095583,1.2291937980142378,0.001
38,0.5906475572769049,1.218457959255888,0.001
39,0.590368588071249,1.2171146962983292,0.001
40,0.5907870418812917,1.2181180795083657,0.001
41,0.5949018377138198,1.2036359037120676,0.001
42,0.593402378213544,1.2086818753191046,0.001
43,0.5936813474254353,1.2094189563372704,0.001
44,0.5940300589364024,1.2022636848255592,0.001
45,0.5989817623921334,1.1953390350891182,0.001
46,0.5942741569940792,1.2043172228463952,0.001
47,0.6005160930372704,1.1911439191148998,0.001
48,0.5998884123170102,1.1911149641358172,0.001
49,0.6015273564221923,1.1909750008277948,0.001
50,0.6042821773551941,1.1824606766314811,0.001
51,0.6267043275140081,1.1239014874485018,1e-04
52,0.6361544094612132,1.0990963530980273,1e-04
53,0.6420476339944766,1.0819693429972141,1e-04
54,0.644279387663626,1.0717488803819295,1e-04
55,0.6435470934937131,1.0693068682043756,1e-04
56,0.6450116818397743,1.0637139413472927,1e-04
57,0.6514279736394882,1.0562215674998898,1e-04
58,0.6499285141402518,1.0533874928525175,1e-04
59,0.6514628447895457,1.0516963427621426,1e-04
60,0.6567632597593615,1.0442711232068271,1e-04
61,0.6517069428482618,1.0407927847641858,1e-04
62,0.6557519963754788,1.0380336521297635,1e-04
63,0.6559960944321164,1.0318960590866706,1e-04
64,0.6586463019154655,1.032163391249796,1e-04
65,0.6584370750088853,1.0320509734436254,1e-04
66,0.6604247306213971,1.023340793092343,1e-04
67,0.661889318970576,1.017950000270173,1e-04
68,0.6596226941472122,1.0251182157940024,1e-04
69,0.6605990863768805,1.0173205564131558,1e-04
70,0.6630051958056704,1.0101830094359545,1e-04
71,0.6668758935753253,1.0110383222000607,1e-04
72,0.6611918959486421,1.0103050350631577,1e-04
73,0.6643302995431879,1.0083844625131353,1e-04
74,0.6654461763803607,0.9997963785302104,1e-04
75,0.6695609722118495,0.9962368358747478,1e-04
76,0.6665969243686303,1.000681509899537,1e-04
77,0.6685148376789486,0.994669295872098,1e-04
78,0.6664923109122224,0.9965463925028178,1e-04
79,0.6690727760964957,0.9909415131051383,1e-04
80,0.6703978798345329,0.9888308495704019,1e-04
81,0.6763608466736271,0.9816289134395044,1e-04
82,0.674721902571043,0.9822270144610473,1e-04
83,0.6733270565302929,0.9844127682523465,1e-04
84,0.6725947623572622,0.9799525558160772,1e-04
85,0.6764305889742617,0.976426132545813,1e-04
86,0.6762911043693552,0.9736332313641223,3.1622774e-05
87,0.6737455103434533,0.9729934276619786,1e-04
88,0.6740244795501483,0.9765593905796769,1e-04
89,0.6740593507033236,0.9711351071179077,1e-04
90,0.678801827250396,0.9643538471906427,1e-04
91,0.6786972137971059,0.9602090385696207,1e-04
92,0.6784879868905257,0.9642900420178029,1e-04
93,0.682881751930788,0.9579879005413307,1e-04
94,0.6818704885489838,0.9564322978959621,1e-04
95,0.6839627576127072,0.9504988185135678,1e-04
96,0.6783485022882174,0.9652840190341658,1e-04
97,0.6831607211374832,0.9511596262195177,1e-04
98,0.6823238135132409,0.9464425040192612,1e-04
99,0.6801618021452457,0.9553885950837486,1e-04
100,0.6853227325054784,0.9426640158073379,1e-04
101,0.6815915193365729,0.9472953174704267,1e-04
102,0.6856714440185239,0.9452937776940876,1e-04
103,0.6834745614957946,0.9430698486004148,1e-04
104,0.6869616766054644,0.9368931166725054,1e-04
105,0.688600620708568,0.933703153605291,1e-04
106,0.6850088921476867,0.9456895357578848,1e-04
107,0.6895421417861004,0.9340361968661284,1e-04
108,0.6901698225068802,0.931864698682199,1e-04
109,0.6857760574686963,0.9382257540114493,1e-04
110,0.6940405202786136,0.9232442551345578,1e-04
111,0.691599539702884,0.9270737748159859,1e-04
112,0.6884611361062597,0.9272043788832559,1e-04
113,0.6903790494124211,0.9277740456531515,1e-04
114,0.6945984586972,0.9175263594462,1e-04
115,0.6931338703511387,0.9211526035672223,1e-04
116,0.6927851588422502,0.9185673713197717,1e-04
117,0.6937266799187434,0.9170276335552197,1e-04
118,0.6955051086277926,0.9148703073529921,1e-04
119,0.6934825818641842,0.9175340781157147,1e-04
120,0.6981901872580814,0.9086202847894009,1e-04
121,0.6968650835174461,0.9116948447903567,1e-04
122,0.6940405202796528,0.9128767775538145,1e-04
123,0.6991665794887889,0.9059429718813155,1e-04
124,0.6961327893454547,0.9095951139347014,1e-04
125,0.694668200997315,0.9049741023587071,1e-04
126,0.6998640025148798,0.900809299092822,1e-04
127,0.6999337448139555,0.901290139680744,1e-04
128,0.7009450081988775,0.899525702928746,1e-04
129,0.7034906022258187,0.8926634863878962,1e-04
130,0.7022003696383586,0.8958328906747426,1e-04
131,0.7015378177633643,0.8915891088892169,1e-04
132,0.7031767618690661,0.8935842142904238,1e-04
133,0.7029326638072323,0.8905314750506688,1e-04
134,0.7009798793499742,0.8945294290580448,3.1622774e-05
135,0.7019911427296999,0.8913346694641234,1e-04
136,0.7064895212190955,0.8854440117092667,1e-04
137,0.7031767618669876,0.8865037391295255,1e-04
138,0.7031418907143321,0.8883133335717449,1e-04
139,0.7042926387020819,0.8809572026316963,1e-04
140,0.7089653729480002,0.8813198254909642,1e-04
